,Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating
5241,750,Yes,No,2,2.7
5242,300,No,Yes,1,2.7
5243,350,No,No,1,2.7
5244,150,No,No,1,2.6
5245,650,No,No,2,3.2
5246,200,No,No,1,2.9
5247,500,No,No,2,2.7
5248,200,No,No,1,3.1
5249,100,No,No,1,3.0
5250,900,Yes,Yes,2,3.1
5251,350,No,No,1,3.2
5252,250,No,No,1,2.7
5253,500,No,No,2,2.7
5254,350,No,No,1,2.6
5255,650,No,Yes,2,2.7
5256,400,No,Yes,1,3.0
5257,300,No,No,1,3.3
5258,300,No,Yes,1,2.8
5259,500,No,Yes,2,3.3
5260,250,No,No,1,2.9
5261,100,No,No,1,3.0
5262,500,No,Yes,2,2.7
5263,250,No,No,1,2.9
5264,400,No,No,1,3.0
5265,600,No,Yes,2,2.6
5266,400,No,No,1,2.8
5267,350,No,Yes,1,3.3
5268,350,No,Yes,1,2.8
5269,300,No,No,1,3.1
5270,200,No,No,1,3.0
5271,600,No,No,2,2.8
5272,400,No,No,1,3.1
5273,250,No,No,1,3.1
5274,600,No,Yes,2,3.2
5275,400,No,Yes,1,3.1
5276,2000,Yes,No,4,3.1
5277,550,No,Yes,2,3.4
5278,150,No,No,1,3.7
5279,500,No,Yes,2,3.6
5280,250,No,No,1,3.7
5281,500,No,Yes,2,3.7
5282,550,No,No,2,3.7
5283,300,No,Yes,1,3.7
5311,450,No,No,1,2.4
5312,500,No,Yes,2,2.4
5313,300,No,Yes,1,2.4
5314,100,No,No,1,3.1
5315,100,No,No,1,2.8
5316,300,No,Yes,1,3.3
5317,350,No,No,1,3.2
5318,300,No,No,1,2.9
5319,300,No,No,1,3.0
5320,500,No,Yes,2,2.7
5321,300,No,No,1,3.0
5322,500,No,Yes,2,2.5
5323,250,No,No,1,2.8
5324,250,No,No,1,3.2
5325,250,No,No,1,2.8
5326,500,No,No,2,3.1
5327,300,No,No,1,3.3
5328,400,No,No,1,2.8
5329,1000,Yes,Yes,3,2.6
5330,400,No,Yes,1,3.1
5331,150,No,No,1,3.3
5332,50,No,No,1,3.6
5333,150,No,No,1,3.5
5334,400,No,Yes,1,3.7
5335,200,No,No,1,3.8
5336,500,No,Yes,2,3.9
5337,400,No,Yes,1,3.7
5338,450,No,Yes,1,3.6
5342,700,No,Yes,2,2.2
5343,700,No,No,2,2.6
5344,450,No,No,1,3.1
5345,900,Yes,No,2,3.0
5346,300,No,No,1,2.8
5347,300,No,No,1,3.0
5348,400,No,No,1,3.0
5349,400,No,No,1,2.8
5350,400,No,No,1,2.6
5351,450,No,No,1,3.3
5352,100,No,No,1,2.7
5353,500,No,Yes,2,2.7
5354,200,No,No,1,3.0
5355,200,No,No,1,3.0
5356,300,No,No,1,2.9
5357,400,No,No,1,2.9
5358,250,No,No,1,2.8
5359,500,No,No,2,2.9
5360,900,Yes,No,2,3.3
5361,150,No,No,1,3.0
5362,500,No,Yes,2,3.5
5375,350,No,No,1,3.0
5376,400,No,No,1,2.9
5377,250,No,No,1,2.9
5378,400,No,No,1,2.9
5395,500,No,No,2,3.4
5396,1000,Yes,Yes,3,3.2
5397,1000,No,No,3,2.8
5398,700,No,No,2,2.9
5399,500,No,No,2,3.0
5432,2000,No,Yes,4,3.4
5433,2100,Yes,No,4,3.4
5434,1100,No,Yes,3,3.8
5435,2200,Yes,Yes,4,3.5
5436,700,No,No,2,4.1
5437,1200,Yes,No,3,3.2
5443,350,No,Yes,1,3.8
5444,250,No,No,1,3.2
5445,400,No,Yes,1,2.6
5446,200,No,No,1,3.2
5447,700,No,No,2,2.8
5448,400,No,Yes,1,2.9
5449,800,No,Yes,2,3.3
5450,1200,No,No,3,2.7
5451,400,No,Yes,1,3.1
5452,500,No,No,2,3.1
5453,500,No,No,2,3.1
5454,700,No,No,2,3.0
5455,400,No,No,1,3.1
5456,200,No,No,1,3.3
5457,850,Yes,Yes,2,3.4
5458,300,No,No,1,3.2
5459,500,No,Yes,2,3.4
5460,450,No,No,1,2.7
5461,100,No,No,1,3.7
5462,300,No,No,1,3.5
5463,300,No,No,1,3.7
5464,300,No,No,1,3.5
5465,500,No,Yes,2,3.6
5466,300,No,No,1,3.5
5467,300,No,No,1,3.7
5468,1600,Yes,Yes,3,4.1
5469,600,No,Yes,2,3.3
5470,200,No,No,1,3.2
5471,400,No,No,1,3.2
5472,400,No,No,1,2.7
5473,150,No,No,1,2.8
5474,800,Yes,No,2,3.3
5475,350,No,No,1,3.5
5476,250,No,No,1,3.8
5478,1200,Yes,No,3,4.3
5479,400,No,No,1,3.4
5480,650,No,No,2,3.1
5481,300,No,No,1,3.1
5482,500,No,No,2,2.7
5483,500,No,Yes,2,3.3
5484,300,No,No,1,3.2
5485,800,No,No,2,2.9
5486,300,No,No,1,3.1
5487,400,No,No,1,3.2
5488,700,No,No,2,3.3
5489,600,No,No,2,3.2
5490,400,No,No,1,3.3
5491,500,No,Yes,2,2.6
5492,350,No,No,1,3.3
5493,500,No,Yes,2,2.6
5494,350,No,No,1,3.2
5495,1100,No,Yes,3,3.5
5496,600,No,No,2,3.5
5497,400,No,No,1,3.5
5498,1200,Yes,No,3,3.8
5499,1000,Yes,Yes,3,2.4
5500,400,No,No,1,4.1
5501,800,No,Yes,2,4.1
5502,700,No,Yes,2,2.6
5503,250,No,No,1,2.9
5504,750,Yes,Yes,2,3.3
5505,600,No,No,2,3.6
5506,350,No,Yes,1,3.5
5507,300,No,No,1,3.1
5508,700,No,No,2,3.1
5509,400,No,No,1,3.2
5510,300,No,No,1,3.1
5511,500,No,No,2,2.5
5512,150,No,No,1,3.1
5513,500,No,No,2,3.0
5514,150,No,No,1,3.2
5515,700,No,No,2,3.4
5516,300,No,No,1,3.2
5517,600,No,No,2,3.0
5518,550,No,No,2,2.9
5519,500,No,No,2,3.0
5520,900,Yes,No,2,3.0
5521,500,No,No,2,3.1
5522,200,No,No,1,2.9
5523,400,No,Yes,1,3.4
5524,100,No,Yes,1,3.8
5525,500,No,No,2,3.5
5526,200,No,Yes,1,3.7
5527,150,No,No,1,3.7
5528,700,No,No,2,3.6
5529,400,No,No,1,3.6
5547,200,No,No,1,2.9
5548,100,No,No,1,3.0
5549,200,No,No,1,2.9
5550,300,No,No,1,3.0
5551,300,No,No,1,3.1
5552,300,No,No,1,3.1
5553,350,No,No,1,3.1
5554,200,No,No,1,3.0
5555,350,No,No,1,3.0
5556,400,No,No,1,3.0
5557,450,No,No,1,2.7
5558,100,No,No,1,3.1
5559,200,No,No,1,2.8
5560,250,No,No,1,3.1
5561,200,No,No,1,3.1
5562,150,No,No,1,3.1
5563,400,No,No,1,3.0
5564,500,No,No,2,3.1
5565,100,No,No,1,3.0
5566,200,No,No,1,3.0
5567,700,No,Yes,2,3.1
5568,250,No,Yes,1,2.6
5569,400,No,No,1,2.9
5570,400,No,No,1,3.5
5615,250,No,No,1,2.8
5616,350,No,No,1,3.2
5617,250,No,No,1,2.9
5618,350,No,No,1,2.9
5619,400,No,No,1,3.3
5620,1000,Yes,No,3,3.0
5621,500,No,No,2,3.2
5622,600,No,Yes,2,3.4
5623,200,No,No,1,3.3
5624,500,No,No,2,2.9
5625,350,No,No,1,2.9
5626,200,No,No,1,2.8
5627,700,No,No,2,2.8
5628,250,No,No,1,2.7
5629,250,No,No,1,2.8
5630,500,No,Yes,2,3.4
5631,400,No,No,1,2.9
5632,650,No,No,2,2.7
5633,400,No,No,1,3.5
5634,400,No,Yes,1,3.5
5635,550,No,Yes,2,3.7
5657,500,No,Yes,2,2.3
5658,150,No,No,1,2.9
5759,150,No,No,1,3.0
5760,500,No,Yes,2,3.4
5761,200,No,No,1,3.0
5762,450,No,No,1,2.6
5763,300,No,No,1,2.9
5764,150,No,No,1,3.2
5765,500,No,No,2,3.0
5766,350,No,No,1,3.1
5767,750,No,No,2,2.8
5768,200,No,No,1,3.0
5769,200,No,No,1,3.0
5770,350,No,No,1,3.2
5771,300,No,Yes,1,3.2
5772,150,No,No,1,3.4
5773,900,No,No,2,2.8
5774,250,No,No,1,2.8
5775,150,No,No,1,3.3
5776,100,No,No,1,3.1
5777,1100,Yes,No,3,3.1
5778,150,No,No,1,2.8
5779,600,No,Yes,2,2.6
5780,120,No,No,1,3.0
5781,200,No,No,1,2.8
5782,150,No,No,1,3.1
5783,350,No,No,1,3.2
5784,300,No,No,1,2.8
5821,400,No,No,1,2.7
5822,1900,Yes,No,3,2.8
5823,150,No,No,1,2.8
5824,450,No,No,1,2.9
5825,450,No,No,1,3.1
5826,450,No,Yes,1,3.0
5827,300,No,Yes,1,3.2
5828,700,No,No,2,3.0
5829,150,No,No,1,3.0
5830,200,No,No,1,3.1
5831,250,No,No,1,3.1
5832,200,No,No,1,3.2
5833,250,No,No,1,3.1
5834,250,No,No,1,3.0
5835,400,No,No,1,3.4
5836,450,No,Yes,1,2.5
5837,1000,Yes,Yes,3,3.1
5838,4700,No,No,4,3.7
5839,500,No,Yes,2,3.7
5840,200,No,No,1,3.9
5841,800,No,Yes,2,3.6
5842,800,No,No,2,3.6
5843,500,No,No,2,3.6
5851,1000,Yes,Yes,3,2.4
5852,1400,Yes,Yes,3,4.4
5853,1800,Yes,No,3,2.8
5854,300,No,No,1,3.1
5855,550,No,Yes,2,3.4
5856,450,No,No,1,3.3
5857,500,No,Yes,2,3.4
5858,300,No,Yes,1,3.3
5859,450,No,No,1,3.4
5860,300,No,No,1,2.8
5861,700,No,No,2,3.4
5862,550,No,No,2,2.9
5863,300,No,Yes,1,3.4
5864,300,No,No,1,2.7
5865,400,No,Yes,1,3.2
5866,1000,Yes,Yes,3,2.7
5867,1000,No,Yes,3,3.3
5868,350,No,Yes,1,3.4
5869,450,No,Yes,1,3.4
5870,500,No,Yes,2,3.4
5871,600,No,No,2,3.4
5872,500,No,Yes,2,3.4
5873,1400,Yes,Yes,3,3.4
5874,350,No,No,1,3.9
5875,200,No,No,1,3.7
5876,500,No,Yes,2,3.6
5877,450,No,No,1,3.5
5878,350,No,Yes,1,3.6
5879,300,No,No,1,3.8
5880,400,No,Yes,1,3.6
5881,400,No,No,1,3.8
5882,450,No,Yes,1,3.6
5883,400,No,Yes,1,3.8
5884,200,No,No,1,3.8
5885,1200,Yes,Yes,3,3.7
5886,450,No,Yes,1,3.8
5887,400,No,No,1,3.5
5888,150,No,No,1,3.5
5889,500,No,No,2,3.8
5890,400,No,No,1,3.9
5891,700,No,No,2,3.7
5892,300,No,No,1,3.6
5893,1400,Yes,No,3,3.8
5894,250,No,No,1,3.5
5895,1600,No,No,3,4.1
5896,500,No,No,2,4.0
5897,1000,No,Yes,3,4.2
5898,400,No,Yes,1,4.1
5899,1650,No,No,3,4.0
5900,1200,Yes,Yes,3,4.0
5901,2500,Yes,No,4,2.7
5902,700,No,No,2,2.9
5903,350,No,Yes,1,3.2
5904,800,No,No,2,3.0
5905,500,No,No,2,3.3
5906,650,No,Yes,2,3.3
5907,400,No,No,1,2.7
5908,700,No,No,2,2.9
5909,600,No,No,2,2.7
5910,700,No,No,2,2.8
5911,350,No,No,1,2.8
5912,250,No,No,1,3.0
5913,350,No,No,1,3.0
5914,450,No,No,1,3.1
5915,400,No,Yes,1,3.3
5916,500,No,No,2,2.9
5917,500,No,Yes,2,3.4
5918,550,No,No,2,3.1
5919,800,No,Yes,2,2.9
5920,700,No,No,2,2.9
5921,350,No,No,1,2.9
5922,550,No,No,2,2.9
5923,200,No,No,1,2.7
5924,250,No,No,1,3.2
5925,750,Yes,No,2,2.8
5926,600,No,No,2,3.0
5927,800,No,No,2,2.8
5928,400,No,No,1,3.6
5929,800,No,Yes,2,3.5
5930,700,No,No,2,3.8
5931,800,No,Yes,2,3.9
5932,800,No,Yes,2,3.5
5933,350,No,No,1,3.6
5947,1800,Yes,Yes,3,4.2
5948,1000,No,No,3,3.2
5949,300,No,No,1,3.4
5950,350,No,No,1,2.9
5951,350,No,No,1,3.1
5952,350,No,No,1,3.2
5953,300,No,No,1,3.9
5954,800,Yes,Yes,2,3.7
5957,350,No,No,1,2.2
5958,250,No,No,1,3.3
5966,500,No,Yes,2,3.0
5967,500,No,No,2,3.2
5968,700,No,No,2,3.0
5969,400,No,No,1,3.5
5972,1100,Yes,No,3,3.1
5973,500,No,No,2,2.6
5974,200,No,No,1,3.1
5975,750,No,No,2,2.6
5976,800,No,No,2,3.2
5977,700,No,No,2,3.3
5978,500,No,No,2,3.2
5979,600,No,No,2,3.4
5980,200,No,No,1,3.3
5981,250,No,Yes,1,2.7
5982,400,No,No,1,3.2
5983,500,No,Yes,2,2.6
5984,150,No,No,1,3.3
5985,400,No,No,1,2.8
5986,800,Yes,No,2,2.6
5987,700,No,No,2,2.6
5988,600,No,No,2,3.6
5989,400,No,No,1,3.9
5990,1600,Yes,Yes,3,3.7
5991,2000,Yes,Yes,4,3.8
5992,500,No,No,2,3.5
5993,250,No,No,1,3.9
5994,250,No,No,1,3.5
5999,400,No,No,1,2.9
6000,600,No,No,2,2.8
6001,600,No,No,2,3.1
6002,500,No,No,2,3.0
6003,450,No,No,1,2.7
6004,350,No,No,1,3.4
6005,600,No,Yes,2,3.2
6006,1100,Yes,No,3,2.8
6007,200,No,No,1,2.9
6008,900,Yes,No,2,2.9
6009,700,No,No,2,3.1
6010,700,No,No,2,2.8
6011,550,No,No,2,3.2
6012,600,No,Yes,2,3.0
6013,500,No,No,2,2.9
6014,300,No,No,1,2.9
6015,850,Yes,No,2,2.9
6016,250,No,No,1,2.9
6017,800,Yes,No,2,2.8
6018,200,No,No,1,3.0
6019,200,No,No,1,3.0
6020,250,No,No,1,3.0
6021,200,No,No,1,3.0
6022,400,No,No,1,3.2
6023,900,Yes,No,2,3.0
6024,1000,Yes,No,3,3.1
6025,300,No,No,1,3.1
6026,800,Yes,No,2,2.9
6027,700,No,No,2,3.0
6028,800,No,No,2,2.8
6029,200,No,No,1,2.9
6030,700,No,No,2,3.2
6031,1000,Yes,No,3,2.7
6032,600,No,No,2,3.2
6033,500,No,No,2,3.0
6034,300,No,No,1,3.3
6035,350,No,No,1,3.1
6036,800,No,Yes,2,2.8
6037,1300,Yes,No,3,3.1
6038,200,No,No,1,3.2
6039,500,No,Yes,2,2.7
6040,600,No,No,2,2.9
6041,800,No,No,2,2.8
6042,100,No,No,1,3.1
6043,300,No,No,1,2.9
6044,250,No,No,1,2.7
6045,200,No,No,1,2.7
6046,600,No,No,2,3.4
6047,850,Yes,No,2,3.0
6048,1400,Yes,No,3,3.2
6049,600,No,No,2,2.8
6050,900,Yes,No,2,3.0
6051,600,No,No,2,3.0
6052,550,No,No,2,2.9
6053,200,No,No,1,2.8
6054,1100,Yes,No,3,2.7
6055,400,No,No,1,3.5
6056,400,No,No,1,3.5
6061,400,No,No,1,2.2
6062,100,No,Yes,1,4.3
6063,300,No,No,1,2.9
6064,200,No,No,1,2.9
6065,600,No,No,2,3.0
6066,400,No,No,1,2.9
6067,400,No,No,1,2.9
6068,200,No,No,1,3.0
6069,650,No,No,2,2.7
6070,100,No,No,1,2.9
6071,200,No,No,1,2.8
6072,450,No,No,1,3.0
6073,150,No,No,1,3.0
6074,100,No,No,1,2.8
6123,500,No,No,2,3.2
6124,400,No,Yes,1,3.2
6132,400,No,No,1,3.3
6133,550,No,Yes,2,3.4
6134,700,No,No,2,3.1
6135,900,No,Yes,2,4.3
6136,400,No,No,1,3.3
6137,300,No,No,1,3.5
6138,1500,Yes,Yes,3,3.6
6139,1200,Yes,Yes,3,3.9
6140,200,No,No,1,3.8
6141,1700,Yes,Yes,3,3.8
6142,1200,No,Yes,3,3.8
6143,1600,Yes,No,3,4.4
6144,1500,No,Yes,3,4.4
6145,1500,Yes,No,3,4.1
6146,250,No,No,1,2.9
6147,350,No,No,1,2.9
6166,350,No,Yes,1,2.7
6167,500,No,Yes,2,2.9
6168,400,No,No,1,2.8
6169,250,No,Yes,1,3.1
6170,450,No,No,1,3.3
6171,350,No,No,1,3.3
6172,600,No,Yes,2,3.3
6173,200,No,Yes,1,3.3
6174,300,No,No,1,3.2
6175,300,No,No,1,2.9
6176,500,No,Yes,2,3.1
6177,700,No,No,2,3.2
6178,350,No,Yes,1,3.3
6179,300,No,Yes,1,3.4
6180,100,No,No,1,3.4
6181,700,No,Yes,2,3.2
6182,150,No,No,1,3.2
6183,400,No,Yes,1,3.4
6184,300,No,No,1,3.1
6185,600,No,Yes,2,2.9
6186,500,No,Yes,2,3.3
6187,500,No,Yes,2,3.3
6188,250,No,No,1,3.2
6189,300,No,Yes,1,3.0
6190,700,No,No,2,3.4
6191,800,No,Yes,2,3.4
6192,800,No,Yes,2,3.1
6193,200,No,No,1,2.7
6194,450,No,No,1,2.7
6195,400,No,No,1,3.3
6196,650,No,Yes,2,3.4
6197,350,No,Yes,1,3.2
6198,600,No,Yes,2,2.5
6199,150,No,No,1,2.6
6200,450,No,No,1,3.2
6201,250,No,No,1,3.4
6202,250,No,No,1,2.7
6203,800,Yes,Yes,2,3.2
6204,200,No,Yes,1,3.4
6205,300,No,No,1,2.8
6206,550,No,No,2,3.2
6207,500,No,No,2,3.6
6208,400,No,Yes,1,3.8
6209,700,No,No,2,3.5
6210,300,No,Yes,1,3.6
6211,350,No,No,1,3.5
6212,550,No,Yes,2,3.8
6213,600,No,Yes,2,3.6
6214,200,No,Yes,1,3.5
6215,400,No,Yes,1,3.5
6216,300,No,Yes,1,3.6
6217,600,No,Yes,2,3.6
6218,300,No,Yes,1,2.1
6219,400,No,Yes,1,2.2
6220,700,No,Yes,2,2.1
6221,500,No,Yes,2,2.3
6222,1200,Yes,No,3,3.1
6223,400,No,Yes,1,2.8
6224,500,No,No,2,3.0
6225,450,No,Yes,1,2.8
6226,400,No,No,1,3.2
6227,500,No,Yes,2,3.4
6228,300,No,No,1,3.7
6229,400,No,No,1,3.5
6230,2000,Yes,No,4,2.6
6231,1100,Yes,Yes,3,3.4
6232,300,No,No,1,2.8
6233,100,No,No,1,3.1
6234,300,No,Yes,1,3.0
6235,350,No,Yes,1,3.2
6236,650,No,Yes,2,2.6
6237,1600,No,No,3,2.8
6238,400,No,No,1,2.8
6239,650,No,No,2,3.2
6240,500,No,Yes,2,3.2
6241,400,No,Yes,1,3.2
6242,600,No,No,2,2.5
6243,600,No,No,2,3.2
6244,450,No,Yes,1,2.9
6245,1000,Yes,No,3,3.3
6246,250,No,Yes,1,3.4
6247,700,No,No,2,3.2
6248,700,No,No,2,2.6
6249,400,No,Yes,1,3.3
6250,600,No,No,2,2.5
6251,400,No,Yes,1,3.1
6252,400,No,No,1,2.9
6253,200,No,Yes,1,3.0
6254,150,No,No,1,3.1
6255,500,No,Yes,2,2.8
6256,200,No,No,1,3.1
6257,400,No,Yes,1,3.1
6258,500,No,Yes,2,3.3
6259,600,No,Yes,2,2.8
6260,350,No,Yes,1,3.2
6261,400,No,No,1,3.2
6262,500,No,Yes,2,2.7
6263,500,No,Yes,2,2.7
6264,600,No,Yes,2,3.1
6265,400,No,No,1,3.3
6266,550,No,Yes,2,3.3
6267,500,No,Yes,2,2.6
6268,750,No,Yes,2,2.6
6269,400,No,No,1,2.9
6270,600,No,Yes,2,3.3
6271,400,No,Yes,1,2.7
6272,600,No,No,2,3.1
6273,400,No,No,1,3.1
6274,500,No,Yes,2,3.2
6275,600,No,Yes,2,3.0
6276,600,No,No,2,3.4
6277,500,No,Yes,2,3.3
6278,1000,Yes,No,3,3.4
6279,400,No,No,1,3.0
6280,300,No,Yes,1,3.3
6281,500,No,Yes,2,3.3
6282,250,No,No,1,3.0
6283,100,No,No,1,3.0
6284,300,No,No,1,3.3
6285,600,No,Yes,2,3.1
6286,350,No,No,1,3.7
6287,100,No,No,1,3.9
6288,250,No,No,1,3.5
6289,300,No,No,1,3.6
6290,350,No,No,1,3.6
6291,350,No,No,1,3.6
6292,300,No,Yes,1,3.9
6293,600,No,Yes,2,3.9
6294,700,No,No,2,3.6
6295,600,No,No,2,3.7
6296,300,No,No,1,3.5
6297,100,No,No,1,3.7
6298,500,No,No,2,3.6
6299,300,No,Yes,1,3.9
6300,400,No,No,1,3.6
6301,200,No,Yes,1,3.5
6302,350,No,Yes,1,3.5
6303,950,No,Yes,2,3.6
6304,100,No,Yes,1,3.5
6313,300,No,Yes,1,2.4
6314,500,No,Yes,2,2.4
6315,600,No,Yes,2,2.3
6316,300,No,No,1,3.3
6317,1200,No,No,3,4.5
6318,600,No,No,2,3.2
6319,150,No,No,1,3.1
6320,500,No,No,2,3.0
6321,200,No,No,1,3.3
6322,400,No,No,1,3.0
6323,150,No,No,1,2.8
6324,2400,Yes,No,4,3.2
6325,350,No,No,1,2.8
6326,550,No,No,2,3.2
6335,1800,Yes,Yes,3,2.9
6336,800,Yes,Yes,2,3.4
6337,500,No,No,2,3.4
6338,800,No,No,2,3.4
6339,800,Yes,No,2,3.0
6340,700,No,No,2,2.8
6341,400,No,Yes,1,3.2
6342,250,No,No,1,2.9
6343,350,No,No,1,3.0
6344,300,No,No,1,3.3
6345,600,No,Yes,2,2.7
6346,700,No,Yes,2,2.5
6347,300,No,No,1,3.0
6348,150,No,No,1,3.2
6349,400,No,No,1,3.1
6350,300,No,Yes,1,3.1
6351,250,No,No,1,3.0
6352,200,No,No,1,3.1
6353,350,No,No,1,3.1
6354,200,No,No,1,2.9
6355,500,No,No,2,3.2
6356,800,Yes,Yes,2,3.3
6357,250,No,No,1,3.4
6358,450,No,Yes,1,3.3
6359,500,No,No,2,3.1
6360,500,No,Yes,2,3.5
6361,600,No,Yes,2,3.5
6362,500,No,Yes,2,3.7
6363,850,No,No,2,3.6
6383,550,No,Yes,2,2.4
6384,2000,Yes,No,4,3.0
6385,2200,Yes,No,4,3.1
6386,2500,Yes,No,4,3.1
6389,250,No,Yes,1,3.3
6390,1300,Yes,No,3,3.4
6391,800,Yes,No,2,3.3
6392,550,No,Yes,2,3.2
6393,300,No,Yes,1,3.2
6394,800,No,Yes,2,3.3
6395,600,No,Yes,2,2.6
6396,500,No,No,2,3.1
6397,300,No,Yes,1,3.2
6398,800,No,Yes,2,3.2
6399,650,No,No,2,3.1
6400,800,No,Yes,2,3.4
6401,700,No,No,2,3.2
6402,350,No,No,1,3.2
6403,500,No,No,2,3.2
6404,400,No,Yes,1,3.4
6405,600,No,Yes,2,3.3
6406,600,No,Yes,2,3.2
6407,550,No,Yes,2,2.7
6408,300,No,No,1,3.3
6409,600,No,Yes,2,3.4
6410,1300,Yes,Yes,3,3.4
6411,500,No,No,2,2.7
6412,600,No,No,2,3.2
6413,1200,Yes,Yes,3,2.5
6414,450,No,No,1,3.0
6415,400,No,No,1,3.1
6416,800,Yes,Yes,2,3.4
6417,1200,Yes,Yes,3,3.4
6418,500,No,Yes,2,2.6
6419,150,No,No,1,3.3
6420,800,No,Yes,2,3.1
6421,500,No,No,2,3.4
6422,1800,Yes,Yes,3,3.4
6423,750,No,Yes,2,3.4
6424,300,No,No,1,3.2
6425,450,No,No,1,3.2
6426,700,No,Yes,2,4.6
6427,850,No,Yes,2,3.6
6428,600,No,Yes,2,3.6
6429,700,No,Yes,2,3.5
6430,450,No,No,1,3.6
6431,900,No,Yes,2,3.9
6432,1200,Yes,No,3,3.8
6433,1500,Yes,No,3,3.8
6434,300,No,No,1,3.7
6435,150,No,No,1,3.5
6436,300,No,Yes,1,3.5
6437,400,No,Yes,1,3.9
6438,500,No,Yes,2,3.7
6439,650,No,Yes,2,3.5
6440,900,Yes,Yes,2,3.6
6441,550,No,Yes,2,3.6
6442,1800,Yes,Yes,3,3.6
6443,950,No,Yes,2,3.6
6444,1900,Yes,No,3,3.8
6445,1200,Yes,Yes,3,3.6
6446,750,No,No,2,4.0
6447,250,No,Yes,1,4.1
6448,1000,Yes,No,3,4.0
6449,500,No,No,2,3.2
6450,700,No,No,2,2.5
6451,850,Yes,No,2,3.1
6452,1300,Yes,No,3,2.8
6453,500,No,Yes,2,3.2
6454,500,No,Yes,2,3.6
6455,450,No,No,1,3.7
6456,500,No,Yes,2,3.6
6457,300,No,Yes,1,3.8
6458,1500,Yes,No,3,3.9
6459,300,No,Yes,1,2.4
6460,1400,Yes,Yes,3,4.4
6461,1200,No,Yes,3,4.4
6462,250,No,No,1,2.9
6463,600,No,Yes,2,2.9
6464,250,No,No,1,2.9
6485,350,No,No,1,2.9
6486,100,No,No,1,2.5
6487,900,Yes,Yes,2,3.2
6488,350,No,No,1,3.0
6489,200,No,No,1,2.9
6490,600,No,Yes,2,2.9
6491,450,No,Yes,1,2.6
6492,150,No,No,1,3.0
6493,650,No,Yes,2,3.3
6494,400,No,No,1,3.1
6495,800,No,Yes,2,3.7
6496,200,No,No,1,3.7
6497,250,No,No,1,3.9
6498,950,No,Yes,2,3.6
6521,750,No,Yes,2,2.4
6522,400,No,No,1,4.1
6523,450,No,No,1,2.9
6524,2500,Yes,No,4,3.3
6525,3000,Yes,No,4,4.5
6526,1000,No,No,3,3.7
6527,1000,No,No,3,3.6
6528,3000,Yes,No,4,4.4
6529,3000,Yes,No,4,4.2
6530,2000,No,No,4,3.1
6531,2500,Yes,No,4,3.3
6532,500,No,Yes,2,3.4
6533,1100,No,Yes,3,3.2
6534,700,No,No,2,3.9
6535,1200,No,No,3,3.8
6540,450,No,No,1,3.4
6541,600,No,Yes,2,2.5
6542,850,No,Yes,2,3.4
6543,800,Yes,Yes,2,2.5
6544,300,No,No,1,3.3
6545,150,No,No,1,2.8
6546,450,No,No,1,2.6
6547,450,No,Yes,1,2.9
6548,350,No,No,1,2.6
6549,120,No,No,1,3.0
6550,600,No,Yes,2,2.7
6551,100,No,No,1,2.7
6552,700,No,No,2,2.9
6553,200,No,No,1,2.9
6554,600,No,Yes,2,3.4
6555,750,Yes,Yes,2,2.5
6556,350,No,No,1,3.1
6557,500,No,Yes,2,3.0
6558,300,No,No,1,3.4
6559,300,No,No,1,2.9
6560,300,No,No,1,2.8
6561,300,No,No,1,3.3
6562,350,No,No,1,3.2
6563,200,No,Yes,1,2.8
6564,300,No,No,1,2.5
6565,300,No,No,1,2.9
6566,650,No,Yes,2,3.0
6567,500,No,Yes,2,3.2
6568,400,No,No,1,3.0
6569,100,No,No,1,2.6
6570,350,No,No,1,2.7
6571,750,No,No,2,3.0
6572,900,Yes,No,2,2.6
6573,250,No,Yes,1,2.7
6574,350,No,Yes,1,2.8
6575,1000,Yes,Yes,3,3.2
6576,250,No,No,1,2.9
6577,600,No,No,2,2.6
6578,300,No,No,1,3.1
6579,150,No,No,1,3.4
6580,800,No,Yes,2,3.2
6581,300,No,No,1,3.0
6582,600,No,No,2,2.6
6583,600,No,No,2,2.9
6584,400,No,No,1,2.8
6585,600,No,Yes,2,2.7
6586,300,No,No,1,3.0
6587,300,No,No,1,3.0
6588,250,No,No,1,3.1
6589,200,No,No,1,2.7
6590,600,No,Yes,2,2.6
6591,400,No,Yes,1,2.7
6592,250,No,No,1,2.7
6593,500,No,Yes,2,3.4
6594,600,No,No,2,3.2
6595,300,No,No,1,2.7
6596,500,No,Yes,2,2.5
6597,900,No,Yes,2,2.8
6598,250,No,Yes,1,3.4
6599,500,No,Yes,2,2.6
6600,700,No,Yes,2,2.9
6601,350,No,No,1,3.2
6602,350,No,Yes,1,3.1
6603,300,No,Yes,1,3.7
6604,300,No,No,1,3.6
6605,400,No,Yes,1,3.5
6606,400,No,Yes,1,3.6
6607,650,No,Yes,2,3.5
6608,100,No,No,1,3.6
6609,550,No,Yes,2,3.5
6610,700,No,Yes,2,3.5
6611,700,No,Yes,2,3.7
6612,500,No,Yes,2,3.5
6616,200,No,No,1,2.4
6617,500,No,Yes,2,4.2
6618,300,No,Yes,1,4.2
6619,750,No,Yes,2,4.1
6620,600,Yes,Yes,2,4.2
6621,750,No,Yes,2,2.6
6622,500,No,No,2,2.8
6623,500,No,Yes,2,3.4
